DEPARTURE_AIRPORT_IATA,ARRIVAL_AIRPORT_IATA,tot_???,tot_ALLARMATI,tot_ALLARMI CHIUSI,tot_ALLARMI CHIUSI CON AZIONE (CC.XX),tot_ALLARMI GENERATI,tot_ALLARMI GENERATI DA BCS,tot_ALLARMI GENERATI DA INTERPOL,tot_ALLARMI GENERATI DA SDI/NSIS,tot_ALLARMI NON CHIUSI,tot_ALLARMI RILEVANTI,tot_ALTRO,tot_ERRATA SEGNALAZIONE BCS,tot_ERRATA SEGNALAZIONE NSIS,tot_ERRATA SEGNALAZIONE SDI,tot_INAMMISSIBILITA SCHENGEN - ART.24,tot_MANCATO AGGIORNAMENTO SCHENGEN NSIS,tot_MANCATO AGGIORNAMENTO SDI,tot_N/C,tot_NOTIFICA ATTI/PROVV,tot_NULLA A PROCEDERE INT,tot_NULLA A PROCEDERE NSIS,tot_NULLA A PROCEDERE SDI,tot_RESPINTO/A,tot_VIAGGIATORI CON ALLARMI,tot_VIAGGIATORI ENTRATI NEL SISTEMA,tot_VIAGGIATORI INVESTIGATI,tot_VOLI CON ALLARMI,tot_VOLI DISPONIBILI IN INGRESSO AL SISTEMA,tot_VOLI INVESTIGATI (SDI/NSIS - INTERPOL - TSC),"tot_VOLI SOLO VISUALIZZATI, MA NON INVESTIGATI",DEPARTURE_CITY,DEPARTURE_COUNTRY,n_high_risk,n_medium_risk,tot_entries,tot_investigated,tot_alarms,n_records,alarm_intensity,alert_rate,investigation_rate,alert_rate_ALB,alert_rate_AFG,alert_rate_AGO,alert_rate_doc_VISTO,alert_rate_doc_PERMESSO DI SOGGIORNO,alert_rate_doc_PASSAPORTO,pct_SEGNALATO,pct_IN ATTESA,pct_RESPINTO,pct_FERMATO,route,if_anomaly,if_score,lof_anomaly,lof_score,dbscan_anomaly,z_max,z_anomaly,anomaly_votes,anomaly_consensus
ELQ,FCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,ELQ→FCO,0,-0.17342804381981702,0,1.0019036071788396,0,,0,0,0
EMA,BGY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,16.0,0.0,27.0,179.0,169.0,0.0,2.0,0.0,1.0,DERBY,REGNO UNITO,0.0,0.0,10.0,10.0,2.0,6.0,0.2,0.2,1.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.2,0.2,EMA→BGY,0,-0.06947144201735955,0,2.3543731737867635,0,,0,0,0
EMA,CIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,102.0,3.0,0.0,1.0,0.0,DERBY,REGNO UNITO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EMA→CIA,0,-0.15111334767690587,0,1.655306298739557,0,,0,0,0
EMA,TRN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,0.0,1.0,1.0,0.0,DERBY,REGNO UNITO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EMA→TRN,0,-0.167583321748549,0,1.8089361900183072,0,,0,0,0
ESB,FCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,ESB→FCO,0,-0.17342804381981702,0,1.0019036071788396,0,,0,0,0
ESB,MXP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ESB→MXP,0,-0.1930279056121047,0,1.0,0,,0,0,0
EVN,FCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,232.0,0.0,0.0,1.0,0.0,4.0,YEREVAN,ARMENIA,0.0,0.0,3.0,1.0,1.0,4.0,1.0,1.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,EVN→FCO,0,-0.09772151037661203,0,1.2516547176216193,0,,0,0,0
EVN,MXP,0.0,0.0,4.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,155.0,228.0,2.0,0.0,2.0,1.0,YEREVAN,ARMENIA,0.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,EVN→MXP,0,-0.0833919010832323,0,1.967535411530394,0,,0,0,0
EVN,VCE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,2.0,0.0,YEREVAN,ARMENIA,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,EVN→VCE,0,-0.02081239751186631,0,2.860306705548777,0,,0,0,0
EWR,FCO,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,538.0,499.0,4.0,1.0,4.0,1.0,NEWARK,STATI UNITI,0.0,0.0,11.0,9.0,6.0,8.0,0.6666666666666666,0.6666666666666666,0.8181818181818182,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.0,EWR→FCO,0,-0.009180899138038323,0,1.6458390671104481,0,,0,0,0
EWR,MXP,0.0,0.0,6.0,0.0,0.0,3.0,0.0,18.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,870.0,761.0,1.0,2.0,2.0,5.0,NEWARK,STATI UNITI,0.0,0.0,30.0,32.0,9.0,20.0,0.28125,0.28125,1.0666666666666667,0.2413793103448276,0.0,0.0,0.6,0.4,0.0,0.1,0.2,0.3,0.2,EWR→MXP,0,-0.02020941247918756,0,2.9151177598861198,0,,0,0,0
EWR,VCE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,EWR→VCE,0,-0.15488624841017906,0,1.1359592998059767,0,,0,0,0
EZE,FCO,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1028.0,2142.0,1.0,3.0,4.0,4.0,BUENOS AIRES,ARGENTINA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EZE→FCO,0,-0.06311289978399781,0,1.5099182803335964,0,,0,0,0
EZE,LIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,EZE→LIN,0,-0.17074929636060304,0,1.0185482931081709,0,,0,0,0
EZE,VCE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EZE→VCE,0,-0.1930279056121047,0,1.0,0,,0,0,0
FAB,BZO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,FARNBOROUGH,REGNO UNITO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAB→BZO,0,-0.18429293683585046,0,1.3526823552152512,0,,0,0,0
FAB,LIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,FARNBOROUGH,REGNO UNITO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAB→LIN,0,-0.1742003093839905,0,1.3816912153284753,0,,0,0,0
FAB,MXP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,FARNBOROUGH,REGNO UNITO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAB→MXP,0,-0.18440239504358286,0,1.6251379226563276,0,,0,0,0
FAB,OLB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,FARNBOROUGH,REGNO UNITO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAB→OLB,0,-0.17880300537761162,0,1.9557626521004372,0,,0,0,0
FEZ,BGY,0.0,0.0,25.0,0.0,0.0,0.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,19.0,189.0,0.0,1.0,0.0,0.0,1.0,FES,MAROCCO,0.0,0.0,2.0,2.0,1.0,1.0,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,FEZ→BGY,0,-0.07940930054641915,0,1.3474911373324503,0,,0,0,0
FIH,FCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,3.0,1.0,1.0,0.3333333333333333,0.3333333333333333,3.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,FIH→FCO,0,-0.13982455488194795,0,1.1738158443907742,0,,0,0,0
FLL,MXP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,FLL→MXP,0,-0.17433460666716838,0,1.000225439587114,0,,0,0,0
FRA,FCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,FRA→FCO,0,-0.08233803834108094,0,1.4649934658179595,0,,0,0,0
FRU,BLQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,FRU→BLQ,0,-0.1388268540361305,0,1.1190395959947739,0,,0,0,0
FUK,FCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,FUK→FCO,0,-0.17074929636060304,0,1.0185482931081709,0,,0,0,0
GIG,FCO,0.0,269.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,519.0,511.0,2.0,1.0,1.0,2.0,RIO DE JANEIRO,BRASILE,0.0,0.0,5.0,5.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GIG→FCO,0,-0.09003464654842652,1,6.466576059961405,1,,0,2,1
GIG,LIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0,3.0,2.0,2.0,0.6666666666666666,0.6666666666666666,1.5,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,GIG→LIN,0,-0.11814537449335599,0,1.3883531024864588,0,,0,0,0
GLA,FCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,0.0,0.0,1.0,1.0,0.0,GLASGOW,REGNO UNITO,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,GLA→FCO,0,-0.14405059653283403,0,1.2127374661285015,0,,0,0,0
GLA,TRN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,165.0,0.0,1.0,1.0,0.0,GLASGOW,REGNO UNITO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GLA→TRN,0,-0.16476064665825274,0,1.8590833460619733,0,,0,0,0
GLA,VRN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,GLASGOW,REGNO UNITO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GLA→VRN,0,-0.17672347539816124,0,1.8765549799242571,0,,0,0,0
GRU,FCO,0.0,0.0,8.0,0.0,0.0,1.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,19.0,1843.0,1112.0,2.0,4.0,2.0,2.0,SAN PAOLO,BRASILE,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GRU→FCO,0,-0.05117749428875401,0,1.9525553769405737,0,,0,0,0
GRU,FLR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,GRU→FLR,0,-0.1688419022420523,0,1.0014565744799642,0,,0,0,0
GRU,LIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GRU→LIN,0,-0.1644953026563078,0,1.0857183574339873,0,,0,0,0
GRU,MXP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,784.0,0.0,1.0,1.0,1.0,2.0,SAN PAOLO,BRASILE,0.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,GRU→MXP,0,-0.06805418907094496,0,1.5888613961502338,0,,0,0,0
GRU,VCE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,GRU→VCE,0,-0.10103697434628772,0,1.4895945694159822,0,,0,0,0
GYD,FCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,BAKU,AZERBAIGIAN,0.0,0.0,5.0,3.0,4.0,5.0,1.3333333333333333,1.0,0.6,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,GYD→FCO,0,-0.12072431979052262,0,1.0955409999456813,0,,0,0,0
GYD,MXP,0.0,0.0,5.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,3.0,0.0,0.0,1.0,BAKU,AZERBAIGIAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GYD→MXP,0,-0.10805188905314078,0,2.723481307189027,0,,0,0,0
GZT,BLQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,3.0,3.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,GZT→BLQ,0,-0.1495595340149275,0,3.2036382617462125,0,,0,0,0
HAN,MXP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0,2.0,1.0,2.0,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,HAN→MXP,0,-0.15382501835366436,0,3.2533688512995527,0,,0,0,0
HGH,FCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,238.0,0.0,2.0,0.0,2.0,HANGZHOU,CINA,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HGH→FCO,0,-0.14511129248658056,0,1.6721455595682027,0,,0,0,0
HKG,MXP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,10.0,249.0,296.0,2.0,1.0,0.0,0.0,HONG KONG,HONG KONG,0.0,0.0,2.0,5.0,0.0,2.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,HKG→MXP,0,-0.09959278905967789,0,1.9658498351990843,0,,0,0,0
HKT,FCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,13.0,8.0,4.0,11.0,0.5,0.5,0.6153846153846154,0.42857142857142855,1.0,0.0,0.0,0.0,1.0,0.2222222222222222,0.0,0.3333333333333333,0.2222222222222222,HKT→FCO,0,-0.10792793442803178,0,1.1920096836557073,0,,0,0,0
HKT,MXP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,23.0,23.0,8.0,13.0,0.34782608695652173,0.34782608695652173,1.0,0.4,0.0,0.0,0.4,0.5,0.25,0.1111111111111111,0.0,0.3333333333333333,0.1111111111111111,HKT→MXP,0,-0.136306488748347,0,1.0980527978359456,0,,0,0,0
HND,FCO,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,293.0,259.0,1.0,0.0,3.0,1.0,TOKYO,GIAPPONE,0.0,0.0,3.0,2.0,0.0,3.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,HND→FCO,0,-0.1363458617749818,0,1.3363591875904786,0,,0,0,0
HND,FLR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,HND→FLR,0,-0.12396780094659993,0,1.1852210275518043,0,,0,0,0
HRG,FCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,HURGHADA,EGITTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HRG→FCO,0,-0.18429293683585046,0,1.3526823552152512,0,,0,0,0
HRG,MXP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,0.0,1.0,1.0,0.0,0.0,HURGHADA,EGITTO,0.0,0.0,14.0,14.0,5.0,7.0,0.35714285714285715,0.35714285714285715,1.0,0.35714285714285715,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.25,0.25,HRG→MXP,0,-0.13769427013164792,0,1.1706962921582937,0,,0,0,0
HRG,NAP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,1.0,1.0,1.0,0.0,HURGHADA,EGITTO,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,HRG→NAP,0,-0.11640109146466915,0,1.0830595960757008,0,,0,0,0
IAD,BLQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IAD→BLQ,0,-0.19245022917105026,1,2862951238.0509405,0,,0,1,0
IAD,FCO,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,WASHINGTON,STATI UNITI,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IAD→FCO,0,-0.161584989720226,0,1.4776765082847907,0,,0,0,0
